timestamp,cpu_percent,ram_percent
1748349815,15,84.9583
1748349815,13.2,84.979
1748349815,11.8,85.0201
1748349816,14.7,85.0626
1748349816,13.9,85.059
1748349816,14.5,85.0728
1748349816,13.9,85.0788
1748349816,13.1,85.1262
1748349817,11.5,85.1733
1748349817,12.6,85.1669
1748349817,14.6,85.1794
1748349817,12.7,85.1856
1748349818,11.9,85.2186
1748349818,11.9,85.2812
1748349818,12.3,85.2729
1748349818,13.4,85.2821
1748349818,12.8,85.286
1748349819,12.8,85.3243
1748349819,14.6,85.3545
1748349819,14.1,85.3545
1748349819,13.9,85.3684
1748349819,10.1,85.3777
1748349820,12.4,85.4255
1748349820,14.4,85.475
1748349820,14,85.4722
1748349820,13.8,85.48
1748349821,13.3,85.4913
1748349821,12.1,85.5498
1748349822,13.6,85.6036
1748349822,12.6,85.604
1748349822,14.8,85.6034
1748349822,12.3,85.6109
1748349822,11,85.6565
1748349823,13.3,85.6911
1748349823,13.7,85.6899
1748349823,14.1,85.7117
1748349823,12.1,85.7147
1748349823,12,85.7565
1748349824,10.3,85.792
1748349824,10.5,85.7942
1748349824,13.6,85.8113
1748349824,12.4,85.8102
1748349825,10.3,85.8475
1748349825,14.4,85.8857
1748349825,14.8,85.8839
1748349825,14.4,85.8863
1748349825,11.7,85.8844
1748349826,11.4,85.9131
1748349826,12.6,85.9304
1748349826,12.8,85.928
1748349826,14.4,85.9401
1748349826,13.2,85.9357
1748349827,10.4,85.9846
1748349827,12.1,86.0153
1748349827,12.4,86.0082
1748349828,14.9,86.0177
1748349828,11.9,86.0184
1748349828,10.8,86.0527
1748349829,14.5,86.0846
1748349829,14.4,86.0798
1748349829,14.4,86.0853
1748349829,11.8,86.0823
1748349829,11.1,86.1306
1748349830,12.6,86.1586
1748349830,12.6,86.1562
1748349830,13.8,86.1586
1748349830,11.7,86.1587
1748349831,11.6,86.1996
1748349831,13.5,86.2349
1748349831,13.6,86.2364
1748349831,13.6,86.239
1748349831,12.6,86.2407
1748349832,10.2,86.272
1748349832,14.1,86.3067
1748349832,14.1,86.2947
1748349832,11.8,86.3099
1748349832,9.9,86.3147
1748349833,11.1,86.3582
1748349833,13.4,86.3991
1748349833,13.3,86.3952
1748349833,13.7,86.4015
1748349834,10.8,86.4069
1748349834,10.7,86.438
1748349835,14,86.4786
1748349835,13.7,86.4741
1748349835,13.6,86.4787
1748349835,12.2,86.4842
1748349835,11.7,86.5281
1748349836,12.6,86.5623
1748349836,12.7,86.5534
1748349836,14,86.5575
1748349836,12.6,86.5663
1748349836,13.1,86.5924
1748349837,12.6,86.6177
1748349837,13.3,86.6188
1748349837,14.4,86.6438
1748349837,11.2,86.5821
1748349838,9.2,86.659
1748349838,12.7,86.6765
1748349838,12.7,86.6747
1748349838,13.6,86.6868
1748349838,12.3,86.702
1748349839,12,86.6816
1748349839,12.2,86.752
1748349839,12.1,86.7448
1748349839,13,86.7449
1748349839,11.2,86.7555
1748349840,11.7,86.7857
1748349840,13.4,86.8256
1748349840,13.5,86.8211
1748349841,13.6,86.8274
1748349841,11.5,86.8243
1748349841,10.1,86.8536
1748349842,13.3,86.8923
1748349842,12.6,86.8871
1748349842,13.6,86.8887
1748349842,10,86.886
1748349842,10,86.9279
1748349843,11.8,86.9632
1748349843,11.6,86.9607
1748349843,13.1,86.9672
1748349843,13.4,86.9596
1748349844,11.5,86.9981
1748349844,10.3,87.0269
1748349844,12.2,87.0315
1748349844,13.8,87.0345
1748349844,10.7,87.0285
1748349845,11.7,87.0699
1748349845,12.1,87.0921
1748349845,11.7,87.086
1748349845,13.6,87.099
1748349845,10.9,87.1002
1748349846,11.9,87.1412
1748349846,13.4,87.1714
1748349846,12.2,87.1708
1748349846,13.6,87.1766
1748349847,12.2,87.1845
1748349847,10.2,87.2099
1748349848,12.3,87.2381
1748349848,12.8,87.2387
1748349848,14.1,87.2402
1748349848,12.6,87.2429
1748349848,10.2,87.2725
1748349849,11.6,87.3001
1748349849,10.8,87.2948
1748349849,14.1,87.3096
1748349849,11.5,87.3065
1748349849,11.9,87.3563
1748349850,11.3,87.3807
1748349850,11.4,87.3783
1748349850,13.5,87.3676
1748349850,11.3,87.3637
1748349851,11.1,87.4072
1748349851,12.2,87.4336
1748349851,12.9,87.4327
1748349851,12.8,87.4412
1748349851,10.8,87.4446
1748349852,12.1,87.4989
1748349852,12.2,87.5314
1748349852,12.2,87.5254
1748349852,12.4,87.5324
1748349852,11.9,87.5464
1748349853,11.7,87.5928
1748349853,13.3,87.6259
1748349853,13.8,87.6203
1748349854,13.5,87.6353
1748349854,11.8,87.637
1748349854,12.2,87.6907
1748349855,12.2,87.7297
1748349855,11.3,87.7256
1748349855,13.7,87.7383
1748349855,12.4,87.7354
1748349855,10.6,87.7753
1748349856,11.6,87.8005
1748349856,11.2,87.8013
1748349856,12.7,87.8053
1748349856,10.8,87.7966
1748349857,11.1,87.8426
1748349857,12.7,87.8844
1748349857,12.7,87.8844
1748349857,10.8,87.8878
1748349857,11,87.8842
1748349858,10.2,87.9201
1748349858,11.9,87.9457
1748349858,11.9,87.9457
1748349858,13.7,87.9705
1748349858,12.5,87.9741
1748349859,12.1,88.0194
1748349859,12.8,88.0569
1748349859,12.8,88.0569
1748349859,13.3,88.066
1748349860,11.7,88.0715
1748349860,9.9,88.1175
1748349860,12.4,88.165
1748349860,12.4,88.1626
1748349861,12.4,88.1657
1748349861,11.7,88.1798
1748349861,11.2,88.2089
1748349862,13.3,88.2344
1748349862,12.8,88.2344
1748349862,14.2,88.2513
1748349862,11.5,88.2597
1748349862,12.4,88.3
1748349863,2.4,88.2989
1748349863,2.4,88.298
1748349863,3.9,88.2986
1748349863,1.5,88.2953
1748349864,0.5,88.2955
1748349864,2.9,88.3014
1748349864,2.9,88.2999
1748349864,3.1,88.3005
1748349864,3.4,88.3002
1748349865,1,88.2979
1748349865,2.5,88.2999
1748349865,2.5,88.2999
1748349865,3.9,88.2961
1748349865,1.5,88.295
1748349866,1.5,88.2976
1748349866,3.4,88.3037
1748349866,3.4,88.3037
1748349867,2.9,88.3028
1748349867,2,88.2994
1748349867,1,88.303
1748349868,2,88.3125
1748349868,2,88.3125
1748349868,2.5,88.3069
1748349868,1.5,88.3013
1748349868,1.5,88.3071
1748349869,2.4,88.3084
1748349869,2.4,88.3084
1748349869,3.9,88.308
1748349869,2.4,88.3027
