timestamp, p_WS_W_x, p_WS_W_y, p_WS_W_z, q_WS_x, q_WS_y, q_WS_z, q_WS_w, v_WS_W_x, v_WS_W_y, v_WS_W_z, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z
905723492161, 7.576910986887021304e-02, -2.014368133489634893e-01, -1.567235825026911389e+00, -9.840538787433361634e-02, 9.941668124990195032e-01, -1.071785067409630754e-02, -4.282354772516331481e-02, -2.050031402387534618e-01, -4.975296353177523917e-02, -1.243337036100575999e+00, 2.556127653727088139e-03, 8.993776093661880753e-04, 1.096538854219221600e-03, -1.124838763819045523e-03, 1.208318336666072191e-04, 1.243243262271027764e-02, 
905756837824, 6.883819887096283285e-02, -2.079148255607323748e-01, -1.607861350186731375e+00, -9.718809549712645324e-02, 9.942272682251704907e-01, -1.353134648434919582e-02, -4.339949162694257956e-02, -2.081407114012799320e-01, -5.335291456263564075e-02, -1.235688634893808535e+00, 2.619933324345784242e-03, 8.504130979631952317e-04, 1.194683823493405831e-03, -1.133332043199894315e-03, 1.443937646689243560e-04, 1.245857545706526189e-02, 
905790196465, 6.942026286672675628e-02, -2.126207663267013770e-01, -1.648960923692741831e+00, -9.833814620891781488e-02, 9.940870269328605513e-01, -1.842453031229847674e-02, -4.220341889884136888e-02, -2.002662829032570702e-01, -5.852565758770608695e-02, -1.232934370749565689e+00, 2.581522016757193012e-03, 8.209083845173285356e-04, 1.441787372710451190e-03, -1.095827727564267469e-03, 1.585035238640046084e-04, 1.247240572244618512e-02, 
905823609555, 6.484289360379333345e-02, -2.119218862917695567e-01, -1.689981608407600255e+00, -9.919653807205254525e-02, 9.940215707973224513e-01, -1.872887949255794965e-02, -4.159798909919738136e-02, -1.908826727736566697e-01, -4.408237736509579285e-02, -1.232119385155769242e+00, 2.551926205537850562e-03, 7.406005724382258397e-04, 1.148695049547831257e-03, -1.082933579395491770e-03, 1.490943110647748558e-04, 1.247538407786065624e-02, 
905857375873, 5.817426391443073636e-02, -2.175478071674384062e-01, -1.732152480734274969e+00, -9.830011381367638468e-02, 9.940744182838768817e-01, -1.518094152919145269e-02, -4.384834719892453242e-02, -1.840919558221242036e-01, -4.967135762755570810e-02, -1.249870935227971547e+00, 2.672209269010740375e-03, 9.020120188965355910e-04, 1.074157278356679132e-03, -1.082729994635005591e-03, 1.630966787242307066e-04, 1.247282539498077193e-02, 
905890275747, 5.064982619919577295e-02, -2.244301041678270769e-01, -1.773369466166743402e+00, -9.891212555078204849e-02, 9.940914061053576223e-01, -1.081324892805802206e-02, -4.337904302908580229e-02, -1.882823112241736596e-01, -7.228558227446382767e-02, -1.237784061955310433e+00, 3.006695128961508773e-03, 8.275459763883684372e-04, 1.440833114512106482e-03, -1.093064992794657827e-03, 1.893748611363248928e-04, 1.246410182413173681e-02, 
905923641749, 4.224796314134113967e-02, -2.340751979704577823e-01, -1.813091853121430397e+00, -1.006171771217159588e-01, 9.939076895345339002e-01, -9.578682044076834018e-03, -4.395380759934694459e-02, -1.987545592367266911e-01, -6.977846585902949816e-02, -1.216957763206056642e+00, 2.862365744474141584e-03, 8.628810657402170023e-04, 1.809047581364893334e-03, -1.113626892479314999e-03, 2.205279580688972586e-04, 1.249962968008074167e-02, 
905956998777, 3.435601146723439581e-02, -2.370284854786829654e-01, -1.853551812936012455e+00, -9.974413377572799444e-02, 9.937375942132017359e-01, -8.985217481383547811e-03, -4.955771878829896837e-02, -1.935907074643976877e-01, -7.308941218003538187e-02, -1.247939498961699867e+00, 3.104590063503414286e-03, 1.033302926098835471e-03, 1.571116101184429547e-03, -1.126620328621575533e-03, 2.221364712031410427e-04, 1.251822252147092793e-02, 
905990361873, 2.973071454247245421e-02, -2.413463467983453792e-01, -1.896172345413190907e+00, -9.923320803106339127e-02, 9.937981145593735022e-01, -8.543784009410956837e-03, -4.944776715786697308e-02, -1.967258838672752141e-01, -7.676724168758169986e-02, -1.262181955530068844e+00, 3.196815718592330591e-03, 1.182127129559937479e-03, 1.461353587216627625e-03, -1.111702572465033496e-03, 2.313351046214592486e-04, 1.249394662152950551e-02, 
906023721288, 2.195198722866066252e-02, -2.440316140515196575e-01, -1.938753067418717224e+00, -9.816020704438709055e-02, 9.941972623306771784e-01, -9.090374294869136076e-03, -4.305510913200576162e-02, -2.068683189623562457e-01, -6.953850972233135974e-02, -1.251995446740717055e+00, 3.044579221109899002e-03, 1.147806857857318298e-03, 1.262827807711271568e-03, -1.103836065945093320e-03, 2.394693907322083552e-04, 1.246521892579810671e-02, 
906057094068, 1.631247872337588181e-02, -2.457679951004231034e-01, -1.980624979798930374e+00, -9.591790971136202049e-02, 9.944985288636517540e-01, -1.382029391600706272e-02, -3.976719955831304470e-02, -1.979101720853015389e-01, -6.000220765538397116e-02, -1.249816427015911779e+00, 3.115582681740971822e-03, 1.039871127108805623e-03, 1.105809477686186745e-03, -1.092837110502834245e-03, 2.402203409015180881e-04, 1.246601557207244887e-02, 
906090442838, 1.361522327658141844e-02, -2.554252547608361623e-01, -2.022775424982140802e+00, -9.347525952018338746e-02, 9.947867959535251492e-01, -1.723023808681879362e-02, -3.694218929118320977e-02, -1.977766601403707358e-01, -7.349795977089540466e-02, -1.260640073699492492e+00, 3.249781061978013197e-03, 8.006017195777974816e-04, 8.376121300963186491e-04, -1.065834871250545979e-03, 2.700918257711354712e-04, 1.247164219061705666e-02, 
906123819150, 7.638040720203747788e-03, -2.477618728621803768e-01, -2.065507378493235180e+00, -9.323713745873650482e-02, 9.949447454975219873e-01, -1.672333797664233082e-02, -3.334845682023668961e-02, -2.050090803938441619e-01, -6.211237048552099849e-02, -1.266071018113269941e+00, 2.965971157912024574e-03, 4.146594815202046791e-04, 1.285409177119349730e-03, -1.054821861405331020e-03, 2.311453618115350071e-04, 1.246905054995583670e-02, 
906157157960, 3.773753645037056237e-03, -2.473938923574914572e-01, -2.107710761692557000e+00, -9.129321581785347639e-02, 9.950698625298397548e-01, -1.634195803271861619e-02, -3.513485218608099203e-02, -1.958152000884919586e-01, -5.713462084772610861e-02, -1.273686132460629672e+00, 2.870866660873617245e-03, 2.641888513845365460e-04, 1.367079760989913222e-03, -1.032166844477054850e-03, 2.285142887554790557e-04, 1.248196786473207247e-02, 
906190530746, 8.930519851147795301e-04, -2.436005294729595150e-01, -2.150663144833777629e+00, -9.156128205767166683e-02, 9.949007341116832270e-01, -1.599447311629815724e-02, -3.915657954573319860e-02, -1.967453122895814477e-01, -5.838083710458711467e-02, -1.285847901827845030e+00, 3.053740593028746869e-03, 1.823818025962507046e-04, 1.651044819218608047e-03, -1.013142232833366815e-03, 2.197348453474129676e-04, 1.248820679791748552e-02, 
906223909780, -1.439887396510290511e-02, -2.388326231738669980e-01, -2.194714466601795255e+00, -9.135624331919230123e-02, 9.949601557437139920e-01, -1.380771328160662614e-02, -3.895731437075995729e-02, -2.057977559434811532e-01, -5.095033237640312490e-02, -1.296064794427037148e+00, 2.967228283879738866e-03, 2.713331581848846372e-04, 2.166115272924237604e-03, -1.030980062785947799e-03, 2.002413692841940808e-04, 1.245627577127455220e-02, 
906257235342, -1.824084541553674943e-02, -2.397852043470649064e-01, -2.238091319242224930e+00, -9.146590678094838889e-02, 9.949247631149699123e-01, -1.242755821175059450e-02, -4.005320754013968337e-02, -2.001666738952354307e-01, -4.486185746808211972e-02, -1.309289962390809192e+00, 3.035185213085678582e-03, 3.044167724512779165e-04, 2.137817045003036209e-03, -1.009702348179561046e-03, 2.005920315446333400e-04, 1.245999468117455281e-02, 
906290607329, -2.522741209448306487e-02, -2.452687631638711119e-01, -2.282159080707331089e+00, -9.003233620046482977e-02, 9.951661318502240672e-01, -1.118719851029247384e-02, -3.759514657559116790e-02, -2.076651922479622048e-01, -6.731989386306683198e-02, -1.334981252372097194e+00, 3.133154460007121344e-03, 4.920921845528332655e-04, 2.199565574705530241e-03, -1.007801119273206772e-03, 2.143218852828426488e-04, 1.245248737303330036e-02, 
906324627346, -2.802656335538394536e-02, -2.552700930016643110e-01, -2.327649386623796168e+00, -9.294490767133682663e-02, 9.951062311396410287e-01, -7.281982670148403995e-03, -3.273844244031259842e-02, -2.014916763020513646e-01, -9.335048802996663564e-02, -1.336474237213560512e+00, 3.260803552685290815e-03, 3.454392672972856075e-04, 2.375745868946992773e-03, -9.791046024285041723e-04, 2.456399685343391799e-04, 1.246182170651843196e-02, 
906357327467, -3.242435433971126157e-02, -2.555412697144398559e-01, -2.371727300859121979e+00, -9.421153829936559920e-02, 9.948703197369118678e-01, -4.876353265426316280e-03, -3.651649129739532873e-02, -1.874926354514299676e-01, -8.734470044235186081e-02, -1.351056461983059176e+00, 3.130092961411825268e-03, -4.214556913969621122e-05, 2.150282445575935411e-03, -9.697629838395105005e-04, 2.384486427105744495e-04, 1.247600024423966766e-02, 
906390715378, -3.586103311588976356e-02, -2.645738762539141531e-01, -2.416706858999355223e+00, -9.316994529897547339e-02, 9.949859186164989877e-01, -5.630006520834905269e-04, -3.636022659628646708e-02, -1.933580539537161080e-01, -9.714099869609157945e-02, -1.360714096601353784e+00, 3.271132876105095101e-03, -1.022510117842357312e-04, 2.281215575332970133e-03, -9.546503977856849550e-04, 2.637358330837493055e-04, 1.245517011471594659e-02, 
906424061946, -5.022275378129941598e-02, -2.740914338614999224e-01, -2.462186882733823801e+00, -9.543527692680915664e-02, 9.948940629513671752e-01, 2.833106501233083850e-03, -3.270909551756356892e-02, -2.002938624761069208e-01, -1.002216994319872906e-01, -1.358337118187153303e+00, 3.091108277677397532e-03, -1.087333131777977588e-04, 2.768951659746121414e-03, -9.992499923943281865e-04, 2.719605747967504170e-04, 1.240426162046183445e-02, 
906457410183, -6.214522773277657980e-02, -2.822634185283778852e-01, -2.507338596020174837e+00, -9.680060808899423885e-02, 9.947157064018765649e-01, 3.536276876780860678e-03, -3.402646700537089591e-02, -2.028873021859400883e-01, -1.169191675579876050e-01, -1.377417343616132328e+00, 3.134263755145224109e-03, 6.892955891627083148e-06, 2.674377545996773752e-03, -1.025694435924766291e-03, 2.867880321366420948e-04, 1.240812249780927357e-02, 
906490776894, -7.136150871155275133e-02, -2.976197564387040306e-01, -2.552986312411375636e+00, -9.818530849648314518e-02, 9.946688300686824524e-01, 2.717655194395378077e-03, -3.140347171083820998e-02, -2.137483579436724457e-01, -1.290503252653553701e-01, -1.394855731316472447e+00, 3.364091073109267381e-03, -3.914847861667679712e-06, 2.358212642042866944e-03, -1.034052465470531625e-03, 3.215299196602352041e-04, 1.241070431703616452e-02, 
906524159436, -7.383074449130323791e-02, -3.008274977657501847e-01, -2.599456566973901150e+00, -9.798470177161963668e-02, 9.947969124735419610e-01, 2.184754273644725926e-03, -2.780877560409137847e-02, -1.952647154728152090e-01, -1.262906451905325134e-01, -1.406468945214363053e+00, 3.342182170471388707e-03, -3.444209687214736014e-04, 2.115478173309789760e-03, -1.018109605102218013e-03, 3.403694550336757037e-04, 1.242056616404185916e-02, 
906557513226, -7.454808249269716247e-02, -3.015148697427545432e-01, -2.646762839024297431e+00, -9.791820539186681105e-02, 9.948472485633310658e-01, 2.309479973967639745e-03, -2.618479293513374315e-02, -1.834728529129573960e-01, -9.883656377755391242e-02, -1.402897815437823104e+00, 3.322237137704318020e-03, -3.560006958778643717e-04, 1.891565668540048624e-03, -9.822106960141723658e-04, 3.294931431527204561e-04, 1.241862502117331742e-02, 
906590853515, -7.289670868259717773e-02, -3.032004013399131614e-01, -2.693227052020595647e+00, -9.505182481666001049e-02, 9.951833692701715917e-01, 2.840423154132603288e-03, -2.381478791418591839e-02, -1.776528825835743952e-01, -6.518169174056627491e-02, -1.372819603203934369e+00, 3.480599951501473985e-03, -6.778916244560395220e-04, 1.534375096300170460e-03, -9.492291477248874457e-04, 3.206403709715230517e-04, 1.241554838247048952e-02, 
906624219297, -7.579346358773766945e-02, -3.001470853318232712e-01, -2.738702180877785608e+00, -9.017322043986315816e-02, 9.956762656403315148e-01, 2.138466805207449219e-03, -2.220340775086392798e-02, -1.715117209284167110e-01, -4.370395318538819462e-02, -1.342024242346004037e+00, 3.232521283528899062e-03, -6.679295946258436215e-04, 1.328557541834301777e-03, -9.273155815304036462e-04, 2.996964312713557162e-04, 1.241960276996421919e-02, 
906657582765, -7.728115794660325721e-02, -2.982364277544713449e-01, -2.783156441443868090e+00, -8.486401878122531994e-02, 9.961358922282865791e-01, -4.155865275991838664e-03, -2.222861477157495047e-02, -1.671509838260411551e-01, -3.964134960968530158e-02, -1.308935801442849378e+00, 3.294925610085136253e-03, -9.685641206660076680e-04, 1.260310383585795235e-03, -9.096752814652188423e-04, 2.840107633506805851e-04, 1.242378620376694866e-02, 
906690966509, -8.250127791900760399e-02, -3.009973725776665665e-01, -2.826345941395215000e+00, -8.043447446694729219e-02, 9.965385161135076331e-01, -1.011543327702305560e-02, -1.841084542144954400e-02, -1.659955593509415406e-01, -3.630917241876322615e-02, -1.289114758019749729e+00, 3.288465860269727380e-03, -1.027121247257507418e-03, 1.020679848405214602e-03, -9.116298649170831133e-04, 2.838807771599120258e-04, 1.242313606005887236e-02, 
906724353243, -8.583533958963440735e-02, -3.049581211068787545e-01, -2.869298672101555869e+00, -7.608673422433388789e-02, 9.969363368038064444e-01, -1.110130182262940648e-02, -1.433563159144782620e-02, -1.566930553694093065e-01, -3.827448644064289363e-02, -1.289495649106092046e+00, 3.364937666817815077e-03, -1.068887641071510032e-03, 9.679981044375945021e-04, -9.089657812002278469e-04, 2.938463971281495978e-04, 1.242684263351947170e-02, 
906757669170, -9.082984814199439316e-02, -3.056549679042775969e-01, -2.911221721464452461e+00, -7.314724994959931337e-02, 9.972548190311187888e-01, -6.984938284191064342e-03, -9.138729735994489262e-03, -1.508278599133557052e-01, -4.383200937451573603e-02, -1.238670148388063330e+00, 3.370362186370349719e-03, -1.162844127302583306e-03, 9.684828670394018653e-04, -9.088194719884643176e-04, 2.899867280838892922e-04, 1.243848953955190538e-02, 
906791036791, -9.627542246212947297e-02, -3.069336857933094853e-01, -2.951424025091698322e+00, -7.352361812054468426e-02, 9.972605959712975698e-01, -2.447776024884165506e-03, -7.719436117289321143e-03, -1.536957313180626061e-01, -4.992432412398441210e-02, -1.192574605179128833e+00, 3.413773147209475667e-03, -1.219917642969871189e-03, 1.274563557888873161e-03, -9.134594335575700911e-04, 2.926293937175663412e-04, 1.245595222436296327e-02, 
906824399746, -1.008177928237801863e-01, -3.098328774798700391e-01, -2.990045523078276091e+00, -7.240286665137297961e-02, 9.973220711645719438e-01, -2.593487924103232093e-03, -9.989248673436614684e-03, -1.474409646321117873e-01, -4.754558776138646803e-02, -1.160637458891084606e+00, 3.451152197902602591e-03, -1.254235869910539031e-03, 1.316088153796174560e-03, -9.117861694083650905e-04, 3.017426821826880773e-04, 1.247910751945564660e-02, 
906857762769, -1.058140467566767162e-01, -3.131636964857363870e-01, -3.027799319457352034e+00, -7.086526284480612614e-02, 9.974534561133805433e-01, -3.006775601132217948e-03, -7.461682778945213750e-03, -1.473186738697288001e-01, -5.745595345483583971e-02, -1.143708511185268062e+00, 3.503630246672701561e-03, -1.247697013625511612e-03, 1.428636466209177655e-03, -9.142887652426860299e-04, 3.124301636898803780e-04, 1.250676704715458429e-02, 
906891131240, -1.139358781234884876e-01, -3.198011521677226465e-01, -3.065089348123837709e+00, -7.159021599310072537e-02, 9.974260144294774255e-01, -1.825500655658846743e-03, -3.585283914187688097e-03, -1.464953326262312394e-01, -7.151793455300203828e-02, -1.115507250614849344e+00, 3.571526761727986457e-03, -1.121794541576789884e-03, 1.517209995602647032e-03, -9.308963112066346397e-04, 3.198206553140203984e-04, 1.250491883307040808e-02, 
906924499703, -1.196536342186991647e-01, -3.253347255140217054e-01, -3.101882562581130820e+00, -7.197017089509366583e-02, 9.973913372827392099e-01, -1.034695700918860251e-03, -5.453826132783854384e-03, -1.516885310685637256e-01, -8.298645946352017910e-02, -1.093211776757246456e+00, 3.622629495253504479e-03, -1.000577140149617929e-03, 1.618944512178121077e-03, -9.352168877853206256e-04, 3.336302608757273948e-04, 1.249934824231614845e-02, 
906957850968, -1.236202671556450028e-01, -3.315777696534153995e-01, -3.138792620868513961e+00, -7.257965281863350271e-02, 9.973379908109237801e-01, 2.585854944920583066e-06, -7.008999591223841717e-03, -1.509210333954515704e-01, -9.338288598825852938e-02, -1.081783159931209548e+00, 3.684506284262221987e-03, -6.830615299007782026e-04, 1.473280705535648123e-03, -9.150394522500163857e-04, 3.523851129350224804e-04, 1.247738844609375466e-02, 
906991240176, -1.230699572523743374e-01, -3.250300976961291721e-01, -3.174938067806337028e+00, -7.289975197306186594e-02, 9.973105985070958024e-01, -4.757808968518576734e-04, -7.547840765586726064e-03, -1.456036929761238274e-01, -6.704326297196236406e-02, -1.066794402545107934e+00, 3.286665939449262986e-03, -9.122250532374950481e-04, 1.357142344756064826e-03, -8.847469012729459797e-04, 3.126435084530924903e-04, 1.247369292086263244e-02, 
907024575262, -1.270397350316046781e-01, -3.281989806085188199e-01, -3.210735618797111002e+00, -7.163889874944358305e-02, 9.974008816689204915e-01, 6.935621398887247338e-04, -7.672574768950970320e-03, -1.399859565313417431e-01, -7.125991072772792922e-02, -1.047360940177434196e+00, 3.311038368065854793e-03, -7.289946047250776915e-04, 1.138674339776457080e-03, -8.763623684968033798e-04, 3.164669081800809995e-04, 1.246142353328060989e-02, 
907057984506, -1.273812581370787345e-01, -3.280510791934261317e-01, -3.245822984956947099e+00, -7.144046790027838711e-02, 9.974046525583790679e-01, 2.843223513599051392e-04, -8.951969721174622349e-03, -1.389800606703853747e-01, -7.031422665979158992e-02, -1.031056836552000533e+00, 3.212574879971476921e-03, -8.114629733099999699e-04, 1.127423918658050682e-03, -8.457909318001610288e-04, 3.141603036916796742e-04, 1.245152518780799807e-02, 
907091335824, -1.264092719112528129e-01, -3.195061796909679508e-01, -3.280350444905888452e+00, -7.112638945987262429e-02, 9.974557385022585487e-01, -1.160553030462393607e-03, -4.662570962471903821e-03, -1.451067751367436098e-01, -5.829769914053738872e-02, -1.014464012351657507e+00, 2.765739874449801329e-03, -1.008749634542879803e-03, 1.119351959757657446e-03, -8.166630409776126035e-04, 2.710628411052041771e-04, 1.244515452881183801e-02, 
907124707174, -1.301299527919583254e-01, -3.206173762010270378e-01, -3.314022878520645587e+00, -7.145649701108701402e-02, 9.974394656633210898e-01, -1.761022614173887637e-03, -2.319519675593342042e-03, -1.490784790002002980e-01, -4.904957924041854905e-02, -9.828317135815137773e-01, 2.723154643229183224e-03, -8.784712197722967415e-04, 9.031513513814636799e-04, -8.116364817848888049e-04, 2.682692256245089468e-04, 1.243957263610414449e-02, 
907158016704, -1.331392891508876297e-01, -3.202975414271381216e-01, -3.346831238183954671e+00, -6.943107286741165285e-02, 9.975703499036463473e-01, -4.747323635715299320e-03, -3.191556343638094883e-03, -1.581074767405122039e-01, -5.193518203792755333e-02, -9.732811339365828873e-01, 2.653141415742603891e-03, -9.451371030251117444e-04, 8.409414644816839068e-04, -8.011021431131947314e-04, 2.578148155966187064e-04, 1.243686695821081233e-02, 
907191370248, -1.383637176287401960e-01, -3.157141994870104051e-01, -3.379104470507260150e+00, -7.040789330492380760e-02, 9.975045690658203013e-01, -5.125904865613555364e-03, -1.043241335073938087e-03, -1.561087065236285709e-01, -3.625005385319773898e-02, -9.524481582012134240e-01, 2.351655029134648491e-03, -9.501964740279684020e-04, 8.909407434161653290e-04, -8.018916280420171523e-04, 2.180182013424070467e-04, 1.243380516538184453e-02, 
907224740181, -1.415245753005099916e-01, -3.130098753404610967e-01, -3.410580810474691305e+00, -7.042328156574557962e-02, 9.975054750749965393e-01, -4.663447039012330077e-03, -1.280964726961091472e-03, -1.590788329804699586e-01, -2.841740234772955134e-02, -9.364164797111480532e-01, 2.323639548643572153e-03, -1.040455668932500997e-03, 7.972260687987855164e-04, -7.901823050951048378e-04, 1.970625693202773278e-04, 1.243372164922721193e-02, 
907258099568, -1.492393447345369273e-01, -3.117809130993611233e-01, -3.441349729688328196e+00, -7.224742310838068449e-02, 9.973769020655961492e-01, -2.895969055558173921e-03, -3.352378776656474851e-03, -1.588871745343020669e-01, -2.575407405386869603e-02, -9.274531104982416396e-01, 2.332255121589269127e-03, -1.111530331396768864e-03, 7.084356708796540111e-04, -8.060446867281480980e-04, 1.756437693868434730e-04, 1.243672233894017876e-02, 
907291564098, -1.543480070589347553e-01, -3.127517400452468621e-01, -3.472331907088543890e+00, -7.209826189644658045e-02, 9.973740491654705664e-01, -2.240852670147499334e-03, -6.467245325150817667e-03, -1.613324830811694310e-01, -8.524712549314470908e-03, -9.246119819737452783e-01, 2.340789260645670649e-03, -1.105200910763949260e-03, 6.396365807340939104e-04, -8.044695694772916426e-04, 1.785270179770190638e-04, 1.243638869035567848e-02, 
907324812145, -1.609992332066165766e-01, -3.161770442632227396e-01, -3.503313072932153105e+00, -6.977708060992265926e-02, 9.975182943008106262e-01, -5.944343435255977463e-03, -7.285350909982528898e-03, -1.637917249140108389e-01, -2.020390210263205491e-02, -9.450659138344879029e-01, 2.478190823739455893e-03, -1.073882522862248902e-03, 6.178181063457767073e-04, -8.110813984571989396e-04, 1.922368012317229034e-04, 1.243631686319130250e-02, 
907358173475, -1.661695209407614005e-01, -3.186675803174114363e-01, -3.535256701792972134e+00, -6.885483657878962993e-02, 9.975676443170371499e-01, -9.703426962137093326e-03, -4.863126222498813378e-03, -1.632186071258114601e-01, -2.120495643852065779e-02, -9.654408392920198478e-01, 2.451156960987764099e-03, -1.025691877533038221e-03, 5.921257286493659825e-04, -8.091862744369294948e-04, 2.019477160880584887e-04, 1.243594038362361501e-02, 
907391524367, -1.731950319628697277e-01, -3.199051086424972157e-01, -3.567445073831948754e+00, -6.697603255326035898e-02, 9.976809362189936747e-01, -1.138525689459932155e-02, -4.163711572746860851e-03, -1.697028553803852924e-01, -2.068933082520897290e-02, -9.726831206155878151e-01, 2.441706940001129970e-03, -9.613868180735506879e-04, 4.124363812009075570e-04, -8.171116500416136666e-04, 2.009305536195899659e-04, 1.243708880857397753e-02, 
907424891770, -1.791394069243436027e-01, -3.206589259924232382e-01, -3.599784876526328059e+00, -6.714216441472810326e-02, 9.976920445447626795e-01, -8.468865618206438198e-03, -5.549083252028266106e-03, -1.703951490224097087e-01, -3.365877179762270105e-02, -9.617238863809514093e-01, 2.391591013785365847e-03, -8.683059535145456294e-04, 3.788285971990865142e-04, -8.166493274424578260e-04, 2.005939298646072918e-04, 1.243732498223392748e-02, 
907458250166, -1.851888698200775674e-01, -3.220561470664100590e-01, -3.631699520597344133e+00, -6.711124485748583279e-02, 9.976584216570593133e-01, -8.012885349075196673e-03, -1.046652658748500886e-02, -1.721558748553037310e-01, -4.481711938296635556e-02, -9.576903234980519430e-01, 2.343083604512178741e-03, -8.781875995662446338e-04, 5.378535068409804557e-04, -8.181791741188590211e-04, 2.023420580690086352e-04, 1.243775753896031282e-02, 
907491651469, -1.917113264233389625e-01, -3.236784311551710869e-01, -3.663783440304405392e+00, -6.802682005994359349e-02, 9.975798832685386364e-01, -9.441857010466025296e-03, -1.084341213156932160e-02, -1.695865313885966119e-01, -5.039115571827291334e-02, -9.640302927531497756e-01, 2.149485151906470066e-03, -6.547541431375397030e-04, 7.578520524967117785e-04, -8.199084310800136425e-04, 2.045567690257948923e-04, 1.243782300179428410e-02, 
907524968086, -1.969118629647894914e-01, -3.258599505798852047e-01, -3.696047118674679055e+00, -6.750803570881756810e-02, 9.976044223766143970e-01, -1.141213921850179475e-02, -9.891645354345510524e-03, -1.632057309429658376e-01, -5.330908098560235148e-02, -9.769601659260215287e-01, 2.257557309598106580e-03, -9.277962186284659631e-04, 7.160614436748649007e-04, -8.218914546186509339e-04, 2.065721400024288668e-04, 1.243842696078014363e-02, 
907558329870, -2.023007150288984313e-01, -3.283255557966867633e-01, -3.728854200213702619e+00, -6.660957646432322243e-02, 9.976386304948335892e-01, -1.350503974105778972e-02, -9.896523087886096789e-03, -1.554417633151212452e-01, -5.944669603617178805e-02, -9.916518258908113559e-01, 2.091537364517889047e-03, -1.214259363859378693e-03, 8.967086928604784844e-04, -8.265452561992866478e-04, 2.143257377055309855e-04, 1.243917427351675861e-02, 
907591693248, -2.102200582135346774e-01, -3.340157005834938908e-01, -3.761497641602147723e+00, -6.915634753799583534e-02, 9.975188780392969523e-01, -1.117574166664735309e-02, -6.970677773812761040e-03, -1.530146254692510699e-01, -6.958287370281987516e-02, -9.899101224837231205e-01, 2.193340251256854518e-03, -1.575684793253085770e-03, 9.684790514859222509e-04, -8.494433720617550676e-04, 2.302086855103815076e-04, 1.244353758715777483e-02, 
907625113718, -2.162477678714518903e-01, -3.374383299438578065e-01, -3.794517012086637830e+00, -7.133008343525076844e-02, 9.973922012159093242e-01, -8.404966321908976731e-03, -7.083268449714668485e-03, -1.554978286930284448e-01, -6.379582500240565945e-02, -9.895097329755685456e-01, 2.272921833228694170e-03, -1.423798569675767270e-03, 1.063765776365372751e-03, -8.517806946115533953e-04, 2.351723578978502898e-04, 1.244418010583711771e-02, 
907658402536, -2.222181707674202034e-01, -3.397869421759433517e-01, -3.827278198170188883e+00, -7.153046139963564753e-02, 9.973817409436438464e-01, -9.061232597721884802e-03, -5.563271339010709103e-03, -1.596478554716504183e-01, -5.591919608053960711e-02, -9.745331506706753633e-01, 2.246697671635242838e-03, -1.075518894351947235e-03, 9.903581715563565709e-04, -8.499845655860635779e-04, 2.365548627503425609e-04, 1.244376450232025089e-02, 
907691826977, -2.284444423892127152e-01, -3.413529839271032262e-01, -3.859458292222715414e+00, -7.207272472149117704e-02, 9.973302691469152492e-01, -1.148137611398751014e-02, -2.456541693328498800e-03, -1.622921038876074806e-01, -5.993848657322677076e-02, -9.536604871637747172e-01, 2.134102164308470176e-03, -9.626206272874310603e-04, 1.050148761717437703e-03, -8.520860987351669066e-04, 2.357738818730860516e-04, 1.244424391245486407e-02, 
907725235493, -2.331602267680225327e-01, -3.432886974529684720e-01, -3.891068160504320694e+00, -7.324984924952814003e-02, 9.972424754749149578e-01, -1.174513475669482221e-02, -1.989096059013542844e-03, -1.576178871060215092e-01, -6.003526406119288200e-02, -9.383433651352154348e-01, 2.267129817446411882e-03, -1.119457728470949712e-03, 1.077941170947509415e-03, -8.515077525888157476e-04, 2.335740050878341628e-04, 1.244429163198307493e-02, 
907758585985, -2.382207817597400412e-01, -3.445904357199533474e-01, -3.922079825348038451e+00, -7.390617619312914166e-02, 9.972124481507981253e-01, -1.023564039120488517e-02, -6.648604244372656891e-04, -1.600761433017037216e-01, -6.408608891338278546e-02, -9.166477680261212457e-01, 2.288282311786723599e-03, -1.215054008813401532e-03, 1.045425390314826900e-03, -8.516598776044635461e-04, 2.298829772421335344e-04, 1.244453254405382056e-02, 
907792025466, -2.426498492403580953e-01, -3.468832463369168617e-01, -3.952060201852716670e+00, -7.611766276530430864e-02, 9.970595306612550779e-01, -8.843409569390316138e-03, 4.334049990464766493e-04, -1.585618442009063267e-01, -5.944405955351262510e-02, -8.762190620349399328e-01, 2.347347924522029308e-03, -1.378171836300841379e-03, 1.096625010509327293e-03, -8.515373926798770884e-04, 2.299968278859573778e-04, 1.244426914553776499e-02, 
907825230443, -2.481925195829274844e-01, -3.494106486550396240e-01, -3.980532558470695204e+00, -7.705408603621881347e-02, 9.969746433044808231e-01, -9.945090815661916661e-03, 2.307293153150361941e-03, -1.586056852569283637e-01, -4.535326958209777437e-02, -8.392416729234182249e-01, 2.376958850762244703e-03, -1.382318636800920807e-03, 9.796584411811890252e-04, -8.531371936446353887e-04, 2.323896670629182766e-04, 1.244450281958683902e-02, 
